Customer_ID,First_Name,Last_Name,Gender,Age,City,Country,Loyalty_Level,Registration_Year,Is_Active
1000117,Émile,Jacquet,Female,81,Dupréboeuf,France,Gold,2023,True
1000118,Éric,Hamel,Male,79,Maillet,France,Gold,2021,True
1000119,Thierry,Jean,Male,22,Caron,France,Bronze,2023,True
1000120,André,Lambert,Male,27,Ollivier,France,Bronze,2024,True
1000121,Juliette,Lecoq,Male,29,Sainte Arnaude-sur-Mer,France,Bronze,2025,True
1000122,Michelle,Grenier,Female,39,Costanec,France,Silver,2024,True
1000123,Patrick,Caron,Male,60,Saint Renée,France,Bronze,2021,True
1000124,Audrey,Vasseur,Female,54,Grenier,France,Bronze,2019,False
1000125,Diane,Barthelemy,Female,37,Saint Claude,France,Bronze,2018,True
1000126,Gérard,Pineau,Female,79,Barthelemy,France,Bronze,2018,True
1000127,Margot,Laporte,Female,28,Valentinboeuf,France,Silver,2019,True
1000128,Olivie,Pichon,Female,78,Fouquet-sur-Bodin,France,Silver,2022,True
1000129,Aurélie,Lévy,Female,41,Lerouxdan,France,Bronze,2024,True
1000130,Catherine,Poirier,Female,23,Diaz,France,Bronze,2025,True
1000131,Robert,Gosselin,Female,25,Vallée-sur-Mer,France,Bronze,2019,True
1000132,Robert,Besnard,Female,70,Sainte Noël-la-Forêt,France,Platinum,2021,True
1000133,Xavier,Julien,Female,84,Faure-les-Bains,France,Bronze,2026,True
1000134,Henri,Grondin,Female,48,Lemonnier-les-Bains,France,Silver,2019,True
1000135,Maryse,Benoit,Male,82,Sainte Anoukboeuf,France,Silver,2026,True
1000136,Élodie,Turpin,Male,33,Bonnet-sur-Mer,France,Gold,2025,True
1000137,Victoire,De Oliveira,Male,45,PiresVille,France,Gold,2020,False
1000138,Paulette,Bruneau,Male,73,MartelVille,France,Bronze,2020,True
1000139,Adrienne,Léger,Female,58,Humbert-sur-Mer,France,Gold,2019,True
1000140,Claire,Vasseur,Female,59,Nguyen,France,Gold,2026,True
1000141,Claire,Leroy,Male,84,Marquesnec,France,Gold,2019,True
1000142,Monique,Gaillard,Male,30,RodriguezVille,France,Gold,2019,True
1000143,Anaïs,Allain,Female,70,Dupré-sur-Michel,France,Bronze,2025,True
1000144,Émile,Weiss,Female,22,Dufourdan,France,Bronze,2024,True
1000145,Jules,Girard,Female,22,Gillet,France,Bronze,2023,True
1000146,Victor,Lecomte,Male,78,Milletboeuf,France,Gold,2023,False
1000147,Patricia,Gillet,Female,57,Chrétien,France,Bronze,2025,True
1000148,Véronique,De Oliveira,Male,47,Faure,France,Bronze,2025,True
1000149,Charlotte,Moreau,Female,52,Rouxboeuf,France,Silver,2019,True
1000150,Maurice,Delahaye,Male,70,Saint OlivieVille,France,Silver,2026,True
1000151,Paul,Bourgeois,Male,83,Saint Olivier,France,Gold,2019,True
1000152,Gilbert,Reynaud,Female,35,Saint Chantal-la-Forêt,France,Gold,2026,True
1000153,Pauline,Tessier,Male,40,Seguin,France,Bronze,2021,True
1000154,Julie,Letellier,Male,22,Saint ThierryBourg,France,Silver,2023,True
1000155,Inès,Michel,Female,65,Bruneau,France,Gold,2026,True
1000156,Margaret,Mallet,Male,21,Auger-sur-Mer,France,Bronze,2025,True
1000157,Denis,Allain,Male,78,Henry,France,Silver,2023,True
1000158,Marthe,Leleu,Female,29,Pottier,France,Bronze,2024,False
1000159,Joséphine,Mathieu,Male,46,Dupont-sur-Perrot,France,Silver,2021,True
1000160,Élisabeth,Gilbert,Female,83,Muller,France,Bronze,2018,True
1000161,Corinne,Jourdan,Male,40,Richard,France,Silver,2018,True
1000162,Claude,De Oliveira,Female,53,Gautiernec,France,Bronze,2024,True
1000163,Agnès,Bousquet,Female,50,Neveu-les-Bains,France,Bronze,2022,True
1000164,Bernadette,Schmitt,Female,31,Gilles-la-Forêt,France,Bronze,2023,True
1000165,Laetitia,Tanguy,Female,56,Turpinnec,France,Silver,2025,False
1000166,Valérie,Foucher,Female,59,Royer-sur-Breton,France,Gold,2022,True
1000167,Dominique,Moulin,Female,42,Sainte Catherine-sur-Mer,France,Bronze,2021,True
1000168,Odette,Barthelemy,Female,58,Bourdon-sur-Laroche,France,Silver,2018,True
1000169,Alex,Marques,Female,51,Sainte Claude,France,Gold,2024,True
1000170,Victor,Vidal,Male,42,Lecomteboeuf,France,Bronze,2021,True
1000171,Susanne,Poirier,Female,63,Guyot,France,Silver,2020,True
1000172,Jeannine,Boutin,Male,55,Berthelot,France,Bronze,2020,True
1000173,Alain,Blondel,Male,60,Clément,France,Silver,2021,True
1000174,Olivier,Fouquet,Female,71,Camus-sur-Mer,France,Gold,2023,True
1000175,Marie,Ollivier,Female,77,PonsVille,France,Gold,2025,False
1000176,Éric,Cousin,Male,78,Lebon,France,Gold,2026,True
1000177,Marine,Berger,Female,85,Dupré,France,Bronze,2018,True
1000178,Inès,Tessier,Male,35,Lenoirboeuf,France,Platinum,2023,True
1000179,Audrey,Vallet,Female,36,Rémyboeuf,France,Bronze,2020,True
1000180,Martine,De Sousa,Female,60,Schneider,France,Silver,2020,True
1000181,Philippe,Grondin,Male,18,Saint ThomasBourg,France,Silver,2021,True
1000182,Noémi,Regnier,Male,38,Olivier,France,Silver,2019,True
1000183,Martin,Rousset,Female,72,Baron-la-Forêt,France,Bronze,2025,True
1000184,Eugène,Leclercq,Male,43,Dumas,France,Silver,2018,True
1000185,Agnès,Colin,Male,20,Garcia,France,Silver,2021,True
1000186,Mathilde,Joubert,Female,57,Paris,France,Bronze,2024,True
1000187,Benjamin,Vincent,Female,39,Klein-les-Bains,France,Bronze,2018,True
1000188,Lucie,Chrétien,Female,76,HenryVille,France,Silver,2026,True
1000189,Henriette,Jacquet,Male,61,Voisindan,France,Platinum,2025,True
1000190,Zacharie,Gonzalez,Male,39,Sainte Christiane,France,Gold,2024,False
1000191,Gabriel,François,Male,34,MarinBourg,France,Bronze,2018,True
1000192,Hortense,Lombard,Male,33,Saint Henri,France,Bronze,2018,True
1000193,Suzanne,Thibault,Female,24,Clément,France,Silver,2018,True
1000194,Paul,Lemaire,Male,24,Salmonnec,France,Silver,2024,True
1000195,Julie,Godard,Male,50,Jean-sur-Diallo,France,Silver,2020,True
1000196,Dorothée,Gillet,Male,56,Pichon-la-Forêt,France,Bronze,2019,True
1000197,Jacqueline,Gilbert,Female,35,Colas,France,Bronze,2019,True
1000198,Laure,Lopez,Male,54,Rousset-sur-Perrin,France,Bronze,2019,True
1000199,Paulette,Guillaume,Male,51,Aubry,France,Gold,2021,True
1000200,Margaud,Faure,Female,55,Dupuis,France,Bronze,2026,True
1000201,Jérôme,Courtois,Male,79,Saint Adriennec,France,Bronze,2018,False
1000202,Catherine,Lagarde,Male,32,Lelièvre-sur-Klein,France,Gold,2025,True
1000203,Arthur,Grondin,Male,83,Munoz,France,Bronze,2019,True
1000204,Roland,Boutin,Male,76,Guérin-sur-Mer,France,Platinum,2022,True
1000205,Rémy,Toussaint,Male,30,Peltier-sur-Philippe,France,Gold,2018,True
1000206,Audrey,Noël,Female,58,Jean-les-Bains,France,Bronze,2019,True
1000207,René,Blanchard,Male,19,Saint Jacques-la-Forêt,France,Gold,2020,True
1000208,Jeannine,Bouvet,Female,52,Hervé-sur-Navarro,France,Gold,2019,True
1000209,Gérard,Bigot,Female,41,Bonnin,France,Bronze,2024,True
1000210,Anne,Maillard,Female,67,Gimenezdan,France,Silver,2025,True
1000211,Brigitte,Faure,Male,32,Fournier-sur-Lesage,France,Bronze,2018,True
1000212,Nathalie,Breton,Male,31,Deschamps-sur-Michel,France,Bronze,2025,True
1000213,Éric,Rolland,Female,41,Coste-sur-Lefebvre,France,Silver,2023,True
1000214,Paulette,Maillet,Male,79,Verdier,France,Gold,2019,True
1000215,Augustin,Ledoux,Female,23,Lelièvre,France,Bronze,2023,False
1000216,Diane,Gilles,Male,61,Lopes-les-Bains,France,Silver,2019,True
1000217,Isabelle,Nguyen,Male,79,Robindan,France,Bronze,2024,True
1000218,Adèle,Lejeune,Male,19,Lebrun,France,Silver,2020,True
1000219,Marguerite,Duval,Female,81,Boulanger,France,Gold,2019,True
1000220,Antoinette,Lemonnier,Female,48,Hervénec,France,Bronze,2022,False
1000221,Sylvie,Samson,Male,66,Da Silvadan,France,Bronze,2021,False
1000222,Emmanuel,Gomes,Female,75,Breton,France,Bronze,2025,True
1000223,Gabriel,Leleu,Male,81,BuissonVille,France,Silver,2018,True
1000224,Margaux,Allard,Female,22,PasquierVille,France,Silver,2018,True
1000225,Laurent,Paul,Female,83,Loiseau,France,Silver,2025,True
1000226,Olivie,Didier,Female,24,SamsonVille,France,Gold,2025,True
1000227,Lucas,Da Costa,Female,64,Payet-la-Forêt,France,Silver,2019,True
1000228,Brigitte,Rocher,Male,18,RivièreVille,France,Bronze,2022,True
1000229,Louise,Raynaud,Female,31,Lacombe,France,Bronze,2020,True
1000230,Hugues,Langlois,Female,31,Garcianec,France,Bronze,2021,True
1000231,Éric,Jean,Female,45,Sainte Georges-les-Bains,France,Silver,2021,True
1000232,Colette,Auger,Male,71,Grégoire,France,Bronze,2019,True
1000233,Maryse,Maillard,Female,76,Guilletdan,France,Silver,2026,True
1000234,Patrick,Pineau,Female,18,Rodriguesnec,France,Silver,2018,True
1000235,Laurent,Joseph,Female,79,Letellier-les-Bains,France,Gold,2020,True
1000236,Daniel,Baron,Male,34,Leblanc-la-Forêt,France,Bronze,2023,True
1000237,Valentine,Bernard,Female,71,Pages,France,Platinum,2021,True
1000238,Théophile,Coste,Female,55,Delmas-sur-Camus,France,Silver,2020,True
1000239,Henri,Cohen,Female,58,Guilletboeuf,France,Silver,2026,True
1000240,Xavier,Courtois,Male,44,Hoareaudan,France,Silver,2022,True
1000241,Tristan,Roche,Male,40,Masse,France,Silver,2023,True
1000242,Alice,Rey,Female,79,Bertrandboeuf,France,Silver,2024,True
1000243,Noémi,Reynaud,Female,72,Collin-les-Bains,France,Gold,2026,True
1000244,Clémence,Da Silva,Female,36,Gaudin,France,Bronze,2018,True
1000245,Jeanne,Rémy,Male,54,Sainte Eugènedan,France,Silver,2020,True
1000246,Alexandre,Mace,Female,44,Lejeune,France,Gold,2018,True
1000247,Marcelle,Meyer,Female,31,Sainte Sabine-la-Forêt,France,Silver,2026,True
1000248,Yves,Ferrand,Female,48,DelahayeBourg,France,Silver,2022,True
1000249,Dominique,Boulanger,Male,66,Gilletboeuf,France,Bronze,2023,True
1000250,Lorraine,Wagner,Male,19,AllardVille,France,Silver,2021,True
1000251,Laure,Muller,Female,46,Lefort,France,Gold,2023,True
1000252,Marianne,Hervé,Male,42,Letellier,France,Bronze,2020,True
1000253,Éric,Gay,Male,41,Saint Capucine-les-Bains,France,Platinum,2026,True
1000254,Marine,Ribeiro,Male,72,Saint Victor,France,Bronze,2022,True
1000255,Stéphanie,Lefèvre,Female,18,Pelletier,France,Bronze,2020,False
1000256,Alix,Perret,Female,24,Moulin,France,Gold,2022,True
1000257,Éléonore,Bouchet,Female,27,Normand-sur-Arnaud,France,Gold,2023,True
1000258,Jean,Roger,Male,84,Sainte Laure-sur-Mer,France,Bronze,2026,True
1000259,Colette,Guillon,Female,29,Grondin,France,Bronze,2021,True
1000260,Célina,Diaz,Female,64,Jacques,France,Bronze,2026,True
1000261,Pierre,Martineau,Male,32,Sainte Sébastien,France,Silver,2025,True
1000262,Margaret,Morvan,Male,23,Legrand,France,Silver,2023,True
1000263,Capucine,Barre,Male,67,Ribeiro-sur-Riou,France,Bronze,2022,False
1000264,Audrey,Blot,Female,83,Pineau,France,Gold,2025,True
1000265,Camille,Hernandez,Female,42,Jacob,France,Bronze,2019,True
1000266,Dominique,Guillet,Male,18,Saint Alexboeuf,France,Silver,2021,True
1000267,Hortense,Collet,Male,72,Simon,France,Gold,2021,True
1000268,Véronique,Delmas,Female,27,ParisVille,France,Silver,2020,False
1000269,Geneviève,Torres,Female,22,Sainte Victoire,France,Bronze,2018,True
1000270,Sébastien,Diallo,Female,27,Seguin,France,Silver,2021,True
1000271,Suzanne,Benard,Female,67,Bousquet,France,Silver,2024,True
1000272,Laurent,Legendre,Male,67,Potier,France,Silver,2026,False
1000273,Olivie,Mace,Male,23,Techer,France,Silver,2019,True
1000274,Étienne,Techer,Male,55,Sainte Simone,France,Gold,2022,True
1000275,Brigitte,Fontaine,Female,74,Marchal-sur-Foucher,France,Bronze,2018,True
1000276,Gilles,Robin,Male,35,Millet,France,Silver,2026,True
1000277,Océane,Legros,Male,56,Bourgeois,France,Silver,2023,True
1000278,Gilles,Gimenez,Male,36,Laporte,France,Bronze,2018,True
1000279,Constance,Maillard,Female,28,Boucher,France,Bronze,2023,True
1000280,Valérie,Leduc,Male,38,Letellier,France,Bronze,2022,True
1000281,Yves,Noël,Male,24,Sanchez-les-Bains,France,Gold,2026,True
1000282,Olivie,Jean,Male,55,Pascalboeuf,France,Silver,2022,True
1000283,Éric,Delaunay,Female,60,Sainte Élise,France,Bronze,2021,True
1000284,Gérard,De Sousa,Male,42,Maillet,France,Bronze,2025,True
1000285,Océane,Maillet,Female,37,Mary,France,Silver,2023,True
1000286,Alex,Diaz,Female,39,Nicolas,France,Bronze,2021,True
1000287,Margot,Rey,Female,53,Laurentboeuf,France,Gold,2020,True
1000288,Juliette,Louis,Female,79,Sainte Martine-la-Forêt,France,Silver,2023,True
1000289,Manon,Lejeune,Female,31,Saint BenjaminVille,France,Bronze,2019,True
1000290,Thibaut,Teixeira,Male,43,Saint Noël-les-Bains,France,Bronze,2019,True
1000291,Amélie,De Sousa,Male,82,Leconte,France,Silver,2024,True
1000292,Noémi,Grenier,Male,22,Humbert-les-Bains,France,Silver,2026,True
1000293,Arnaude,Bègue,Female,37,Sainte Laetitianec,France,Bronze,2021,True
1000294,Roger,David,Female,35,Carpentier,France,Silver,2026,True
1000295,Capucine,Hebert,Female,82,Étienne,France,Bronze,2021,True
1000296,Eugène,Torres,Male,83,Devaux,France,Bronze,2020,True
1000297,Madeleine,Pelletier,Male,79,Sainte Robert,France,Gold,2018,True
1000298,Laurent,Rivière,Female,47,Robin-sur-Mer,France,Bronze,2023,True
1000299,Lucy,Riou,Male,84,Lefebvre-sur-Girard,France,Gold,2023,True
1000300,Simone,Le Roux,Female,23,Marchand,France,Bronze,2023,True
1000301,Simone,Moreno,Female,51,Muller,France,Silver,2020,True
1000302,Véronique,Salmon,Female,64,Guillaume-sur-Mer,France,Silver,2019,True
1000303,Sylvie,Rey,Female,46,Becker,France,Silver,2023,True
1000304,William,Godard,Female,80,Sainte William,France,Gold,2018,True
1000305,Gilles,Gimenez,Male,74,Roger,France,Bronze,2019,True
1000306,Frédéric,Peltier,Female,45,Saint Alexandre,France,Bronze,2020,True
1000307,Agathe,Gomez,Male,47,Breton-sur-Durand,France,Bronze,2023,True
1000308,Jérôme,Aubry,Female,79,Saint Nicole,France,Silver,2020,True
1000309,Astrid,Laine,Female,20,Saint Christelledan,France,Bronze,2020,True
1000310,Renée,Étienne,Male,35,AllainBourg,France,Silver,2018,True
1000311,Catherine,Gaudin,Male,25,Bonneau,France,Bronze,2020,True
1000312,Benjamin,Petitjean,Female,20,Hernandezdan,France,Gold,2022,True
1000313,Lucy,Martinez,Male,75,Sainte Camille,France,Silver,2025,True
1000314,Andrée,Launay,Male,46,Sainte Michèledan,France,Gold,2020,True
1000315,David,Faure,Male,83,Raynaud,France,Bronze,2023,True
1000316,William,François,Male,47,Paris,France,Bronze,2020,True
1000317,Laurence,Couturier,Male,84,Lévy-sur-Mendès,France,Gold,2026,True
1000318,Victor,Weber,Male,30,Laporte-sur-Cousin,France,Bronze,2018,True
1000319,Cécile,Bodin,Male,29,Perret-sur-Perrin,France,Silver,2020,True
1000320,Stéphanie,Boutin,Male,73,Saint Auroredan,France,Silver,2023,True
1000321,Michel,Pasquier,Female,47,De Sousa,France,Gold,2025,True
1000322,Andrée,Legros,Female,62,Sainte Aurélieboeuf,France,Silver,2019,True
1000323,Margot,Adam,Female,79,Brunet,France,Gold,2019,True
1000324,Marianne,Reynaud,Female,50,Saint VéroniqueBourg,France,Bronze,2018,True
1000325,Éric,Lesage,Male,84,Sainte Suzanne-les-Bains,France,Bronze,2021,True
1000326,Frédérique,Lopez,Female,70,Guilbert-sur-Guilbert,France,Bronze,2020,True
1000327,Vincent,Leconte,Female,51,Sainte Adriennenec,France,Gold,2024,True
1000328,Michelle,Roux,Female,68,Brunel,France,Gold,2024,True
1000329,Thierry,Benard,Female,40,Saint Honorédan,France,Bronze,2026,True
1000330,Maurice,Nicolas,Female,62,Berthelot,France,Gold,2024,True
1000331,Alexandrie,Noël,Male,47,Baudry,France,Bronze,2020,True
1000332,Maurice,Gilbert,Female,61,GosselinVille,France,Gold,2018,True
1000333,Julie,Descamps,Male,29,Leroy,France,Gold,2025,True
1000334,Jules,Maillard,Female,29,Maillot,France,Bronze,2021,True
1000335,Adèle,Robert,Male,67,Meunier,France,Gold,2024,True
1000336,Geneviève,Descamps,Female,25,Muller-les-Bains,France,Gold,2020,True
1000337,Nicole,Couturier,Female,19,Saint Océane,France,Bronze,2026,True
1000338,Éléonore,Fabre,Male,83,Humbertdan,France,Silver,2021,True
1000339,Zacharie,Barbier,Male,64,Langlois,France,Bronze,2018,True
1000340,Michelle,Germain,Male,53,Godard-sur-Clément,France,Gold,2023,True
1000341,Bernard,Meyer,Female,43,Faivre,France,Silver,2019,True
1000342,Laure,Girard,Female,62,Sainte Capucinenec,France,Bronze,2022,True
1000343,Claire,Seguin,Male,76,Legros-la-Forêt,France,Gold,2018,True
1000344,Martin,Faivre,Female,82,Noëlboeuf,France,Bronze,2019,True
1000345,Aurore,Masson,Female,32,Potier,France,Gold,2022,True
1000346,Margaret,Allain,Female,74,Laine-la-Forêt,France,Platinum,2025,True
1000347,Benjamin,Vasseur,Female,76,JosephVille,France,Silver,2018,True
1000348,Aimé,Martins,Female,26,Lecomte,France,Bronze,2021,True
1000349,Pauline,Dos Santos,Male,58,Charpentier,France,Bronze,2023,True
1000350,Victor,Mathieu,Male,51,Sainte Océane,France,Bronze,2019,True
1000351,Aurore,Roger,Female,27,Gillet,France,Silver,2020,True
1000352,Élisabeth,Fischer,Female,45,Charrier,France,Gold,2022,True
1000353,Gabrielle,Laroche,Male,81,Guérin,France,Silver,2021,True
1000354,Anastasie,Traore,Female,44,Sainte Alfred,France,Bronze,2021,True
1000355,Céline,Garnier,Female,37,Bruneau,France,Gold,2019,True
1000356,Aurélie,Baudry,Female,18,Lacombenec,France,Gold,2026,True
1000357,Stéphane,Noël,Female,65,Lefebvreboeuf,France,Silver,2025,True
1000358,Jean,Maurice,Female,80,Blotboeuf,France,Bronze,2026,True
1000359,Emmanuel,Nguyen,Male,34,Saint Bernadettenec,France,Bronze,2024,True
